Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
RAC;Horlick;Racine;United States;US;42.757778;-87.820833;67;5268249;6252001;42.757778, -87.820833
PYM;Plymouth;Plymouth;United States;US;41.966667;-70.683333;67;5383872;6252001;41.966667, -70.683333
OSH;Wittman Field;Oshkosh;United States;US;43.983333;-88.55;67;5265838;6252001;43.983333, -88.55
JFN;Ashtabula;Jefferson;United States;US;41.733333;-80.766667;67;5733532;6252001;41.733333, -80.766667
ZXS;Exchangest Railway Svc;Buffalo;United States;US;42.878333;-78.875278;67;5819881;6252001;42.878333, -78.875278
TOC;Toccoa;Toccoa;United States;US;42.216667;13.9;67;4226722;6252001;42.216667, 13.9
BNA;Nashville International;Nashville, TN;United States;US;36.124444;-86.678056;67;5003243;6252001;36.124444, -86.678056
ILN;Clinton Field;Wilmington;United States;US;39.416667;-83.8;67;4955840;6252001;39.416667, -83.8
QNY;Marine Air Terminal;New York;United States;US;5.5;-70.483333;67;5128581;6252001;5.5, -70.483333
MMI;McMinn County;Athens;United States;US;35.45;-84.6;67;5244312;6252001;35.45, -84.6
TVI;Municipal;Thomasville;United States;US;51.566667;8.133333;67;4494942;6252001;51.566667, 8.133333
RTL;Spirit Lake;Spirit Lake;United States;US;43.416667;-95.1;67;5608388;6252001;43.416667, -95.1
AGN;Angoon;Angoon;United States;US;57.5;-134.583333;67;\N;6252001;57.5, -134.583333
AUO;Auburn-Opelika;Auburn;United States;US;32.616667;-85.433333;67;5785965;6252001;32.616667, -85.433333
BVY;Beverly Municiple Airport;Beverly;United States;US;42.516667;-70.833333;67;5095691;6252001;42.516667, -70.833333
ADS;Addison Airport;Dallas;United States;US;32.968611;-96.836389;67;5722064;6252001;32.968611, -96.836389
FWH;Fort Worth NAS Jrb/Carswell Field;Fort Worth, TX;United States;US;32.769167;-97.441667;67;4691930;6252001;32.769167, -97.441667
FLV;Sherman AAF;Fort Leavenworth;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
EVV;Evansville Regional Airport;Evansville, IN;United States;US;38.036944;-87.5325;67;5824810;6252001;38.036944, -87.5325
HST;AFB;Homestead;United States;US;25.483333;-80.483333;67;5194067;6252001;25.483333, -80.483333
PCE;Painter Creek;Painter Creek;United States;US;47.8;10.216667;67;\N;6252001;47.8, 10.216667
BLF;Princeton;Princeton;United States;US;37.3;-81.2;67;5268096;6252001;37.3, -81.2
RDM;Roberts Field;Redmond;United States;US;44.25;-121.15;67;5808079;6252001;44.25, -121.15
SUU;Travis AFB;Fairfield;United States;US;5.816667;-54.816667;67;5347335;6252001;5.816667, -54.816667
AIB;Anita Bay;Anita Bay;United States;US;56.233333;-132.383333;67;\N;6252001;56.233333, -132.383333
BHB;Bar Harbor;Bar Harbor;United States;US;44.45;-68.366667;67;4957320;6252001;44.45, -68.366667
BXA;George R Carr;Bogalusa;United States;US;30.783333;-89.866667;67;4317412;6252001;30.783333, -89.866667
IWD;Gogebic County;Ironwood;United States;US;46.533333;-90.133333;67;4997249;6252001;46.533333, -90.133333
KLN;Larsen SPB;Larsen Bay;United States;US;57.533333;-154.0;67;\N;6252001;57.533333, -154.0
AOO;Martinsburg;Martinsburg;United States;US;40.3;-78.316667;67;5200055;6252001;40.3, -78.316667
PVF;Placerville;Placerville;United States;US;38.716667;-120.8;67;5383559;6252001;38.716667, -120.8
SAA;Shively Field;Saratoga;United States;US;41.45;-106.8;67;5837593;6252001;41.45, -106.8
LMS;Winston County;Louisville;United States;US;33.15;-89.066667;67;5429522;6252001;33.15, -89.066667
AEL;Albert Lea;Albert Lea;United States;US;43.683333;-93.366667;67;5016024;6252001;43.683333, -93.366667
CVS;Cannon AFB;Clovis;United States;US;19.15;-72.55;67;5462393;6252001;19.15, -72.55
AXV;Neil Armstrong;Wapakoneta;United States;US;40.566667;-84.183333;67;5175670;6252001;40.566667, -84.183333
BLW;Bellows Field;Waimanalo;United States;US;21.35;-157.716667;67;5854532;6252001;21.35, -157.716667
HCA;Howard County;Big Spring;United States;US;32.3;-101.433333;67;5517061;6252001;32.3, -101.433333
JCI;New Century Aircenter Airport;Olathe, KS;United States;US;38.830833;-94.890278;67;5433349;6252001;38.830833, -94.890278
BFR;Virgil I Grissom Muni;Bedford;United States;US;38.85;-86.483333;67;5179630;6252001;38.85, -86.483333
SCJ;Smith Cove;Smith Cove;United States;US;55.4375;-132.341667;67;\N;6252001;55.4375, -132.341667
TLT;Tuluksak;Tuluksak;United States;US;37.966667;39.533333;67;\N;6252001;37.966667, 39.533333
LBT;Lumberton;Lumberton;United States;US;34.6;-79.066667;67;4708328;6252001;34.6, -79.066667
AIN;Wainwright;Wainwright;United States;US;70.633333;-160.033333;67;\N;6252001;70.633333, -160.033333
BIC;Big Creek;Big Creek;United States;US;57.666667;-157.583333;67;\N;6252001;57.666667, -157.583333
GDV;Dawson Community;Glendive;United States;US;47.133333;-104.683333;67;5654391;6252001;47.133333, -104.683333
LGF;Laguna AAF;Yuma;United States;US;-1.6;138.716667;67;5583657;6252001;-1.6, 138.716667
UGB;Ugashik Bay;Pilot Point;United States;US;57.433333;-157.75;67;4719021;6252001;57.433333, -157.75
CTW;Cottonwood;Cottonwood;United States;US;34.733333;-112.033333;67;5589704;6252001;34.733333, -112.033333
MXC;San Juan County;Monticello;United States;US;37.866667;-109.35;67;5543377;6252001;37.866667, -109.35
GOL;State;Gold Beach;United States;US;42.416667;-124.416667;67;5843997;6252001;42.416667, -124.416667
MLF;Milford;Milford;United States;US;38.433333;-113.016667;67;5543146;6252001;38.433333, -113.016667
KMY;Moser Bay;Moser Bay;United States;US;57.0;-154.166667;67;\N;6252001;57.0, -154.166667
FOK;Suffolk County;Westhampton;United States;US;40.833333;-72.616667;67;5144089;6252001;40.833333, -72.616667
KZH;Kizhuyak;Kizhuyak;United States;US;57.583333;-153.15;67;\N;6252001;57.583333, -153.15
ISP;Long Island Mac Arthur;Islip, NY;United States;US;40.795278;-73.100278;67;5122413;6252001;40.795278, -73.100278
ALM;Municipal;Alamogordo;United States;US;32.833333;-106.0;67;5454627;6252001;32.833333, -106.0
TTN;Trenton Mercer Airport;Trenton, NJ;United States;US;40.276667;-74.813333;67;5105496;6252001;40.276667, -74.813333
BMT;Beaumont Muni;Beaumont;United States;US;18.5;-73.95;67;5327098;6252001;18.5, -73.95
JAR;Jahrom;Jahrom;United States;US;34.133333;-118.016667;67;\N;6252001;34.133333, -118.016667
SBA;Municipal;Santa Barbara, CA;United States;US;33.426111;-119.840278;67;5392952;6252001;33.426111, -119.840278
JHY;Hyatt Regency H/P;Cambridge;United States;US;42.366667;-71.102778;67;5247533;6252001;42.366667, -71.102778
WRG;Wrangell SPB;Wrangell;United States;US;56.466667;-132.383333;67;5558586;6252001;56.466667, -132.383333
AIY;Bader Field;Atlantic City;United States;US;39.366667;-74.45;67;4500546;6252001;39.366667, -74.45
SEP;Clark Field;Stephenville;United States;US;32.216667;-98.183333;67;4734350;6252001;32.216667, -98.183333
MEO;Dare County Regional;Manteo;United States;US;35.911111;-75.7;67;4477893;6252001;35.911111, -75.7
EKX;Elizabethtown;Elizabethtown;United States;US;37.7;-85.866667;67;5188474;6252001;37.7, -85.866667
HIF;Hill Afb;Ogden;United States;US;41.123889;-111.973056;67;5779206;6252001;41.123889, -111.973056
TWE;Taylor;Taylor;United States;US;56.15;-1.666667;67;5316960;6252001;56.15, -1.666667
NXX;Willow Grove NAS;Willow Grove;United States;US;-38.083333;146.2;67;5219619;6252001;-38.083333, 146.2
DWN;Downtown Airpark;Oklahoma City;United States;US;35.449167;-97.533056;67;4544349;6252001;35.449167, -97.533056
FLX;Municipal;Fallon;United States;US;39.466667;-118.769444;67;5503914;6252001;39.466667, -118.769444
AUK;Alakanuk;Alakanuk;United States;US;62.683333;-164.633333;67;\N;6252001;62.683333, -164.633333
DRF;Drift River;Drift River;United States;US;60.583333;-152.15;67;\N;6252001;60.583333, -152.15
ITO;Hilo International;Hilo;United States;US;19.716667;-155.05;67;5855927;6252001;19.716667, -155.05
KCL;Lagoon;Chignik;United States;US;56.3;-158.533333;67;\N;6252001;56.3, -158.533333
TOI;Municipal;Troy;United States;US;54.912778;70.348056;67;5216183;6252001;54.912778, 70.348056
EDA;Edna Bay;Edna Bay;United States;US;55.95;-133.666667;67;\N;6252001;55.95, -133.666667
JDY;Heliport;Downey;United States;US;33.956389;-118.120556;67;5343858;6252001;33.956389, -118.120556
SKF;Kelly AFB;San Antonio;United States;US;6.233333;-76.733333;67;4726206;6252001;6.233333, -76.733333
OIC;Eaton;Norwich;United States;US;42.983333;-80.6;67;5129359;6252001;42.983333, -80.6
DLF;Laughlin Afb;Del Rio;United States;US;29.516666999999998;-100.0;67;5520076;6252001;29.516666999999998, -100.0
JMD;Market Centre H/P;Dallas;United States;US;7.716667;40.916667;67;5722064;6252001;7.716667, 40.916667
APF;Naples;Naples;United States;US;26.15;-81.766667;67;5778807;6252001;26.15, -81.766667
MQT;Sawyer International;Marquette;United States;US;46.533333;-87.566667;67;5000947;6252001;46.533333, -87.566667
WTL;Tuntutuliak;Tuntutuliak;United States;US;13.45;-15.8;67;\N;6252001;13.45, -15.8
HNH;Hoonah;Hoonah;United States;US;58.1;-135.433333;67;\N;6252001;58.1, -135.433333
MKG;Muskegon;Muskegon;United States;US;43.166667;-86.233333;67;5003132;6252001;43.166667, -86.233333
WHP;Whiteman;Los Angeles;United States;US;34.259167;-118.413333;67;5368361;6252001;34.259167, -118.413333
DBQ;Municipal;Dubuque;United States;US;42.4;-90.716667;67;4854529;6252001;42.4, -90.716667
KNW;New Stuyahok;New Stuyahok;United States;US;59.533333;-157.333333;67;\N;6252001;59.533333, -157.333333
OME;Nome;Nome;United States;US;64.516667;-165.433333;67;5870133;6252001;64.516667, -165.433333
MIA;Miami International Airport;Miami;United States;US;25.783333;-80.266667;67;5304640;6252001;25.783333, -80.266667
RTE;Marguerite Bay;Marguerite Bay;United States;US;55.7;-131.633333;67;\N;6252001;55.7, -131.633333
RPX;Roundup;Roundup;United States;US;46.433333;-108.533333;67;5674878;6252001;46.433333, -108.533333
SIK;Memorial;Sikeston;United States;US;36.883333;-89.566667;67;4408672;6252001;36.883333, -89.566667
FXY;Municipal;Forest City;United States;US;43.266667;-93.65;67;5189963;6252001;43.266667, -93.65
RIW;Riverton Regional;Riverton, WY;United States;US;43.064167;-108.459722;67;5836665;6252001;43.064167, -108.459722
AEX;Alexandria International;Alexandria, LA;United States;US;31.3275;-92.548611;67;5082573;6252001;31.3275, -92.548611
AAP;Andrau Airpark;Houston, TX;United States;US;29.723889;-95.588333;67;5864312;6252001;29.723889, -95.588333
FRD;Friday Harbor;Friday Harbor;United States;US;48.521944;-123.024444;67;5795104;6252001;48.521944, -123.024444
GDH;Golden Horn Lodge SPB;Golden Horn Lodge, Alaska;United States;US;59.746944;-158.874722;67;\N;6252001;59.746944, -158.874722
EFK;Newport;Newport;United States;US;44.883333;-72.233333;67;5804694;6252001;44.883333, -72.233333
CTY;Cross City;Cross City;United States;US;29.65;-83.116667;67;4152395;6252001;29.65, -83.116667
AGC;Allegheny County;Pittsburgh;United States;US;40.35;-79.933333;67;5206379;6252001;40.35, -79.933333
BDL;Bradley International;Windsor Locks, CT;United States;US;41.938889;-72.683333;67;4845926;6252001;41.938889, -72.683333
FKL;Chess-Lambertin;Franklin;United States;US;41.383333;-79.866667;67;5253710;6252001;41.383333, -79.866667
HUJ;Hugo;Hugo;United States;US;34.016667;-95.516667;67;5030884;6252001;34.016667, -95.516667
JEF;Memorial;Jefferson City, MO;United States;US;38.591111;-92.039444;67;4632959;6252001;38.591111, -92.039444
MWH;Grant County;Moses Lake;United States;US;47.095;-119.261389;67;5803990;6252001;47.095, -119.261389
PAE;Snohomish County;Everett;United States;US;47.919444;-122.283611;67;5793933;6252001;47.919444, -122.283611
TSP;Kern County;Tehachapi, CA;United States;US;35.135;-118.439167;67;5401297;6252001;35.135, -118.439167
LKK;Kulik Lake;Kulik Lake;United States;US;58.966667;-155.083333;67;\N;6252001;58.966667, -155.083333
HHI;Wheeler AFB;Wahiawa;United States;US;13.966667;-4.433333;67;5853992;6252001;13.966667, -4.433333
EKN;Elkins;Elkins;United States;US;38.883333;-79.85;67;4805033;6252001;38.883333, -79.85
APC;Napa County;Napa;United States;US;38.45;-122.216667;67;5376095;6252001;38.45, -122.216667
BDF;Rinkenberger;Bradford;United States;US;41.183333;-89.65;67;5221030;6252001;41.183333, -89.65
NKV;Nichen Cove;Nichen Cove, AK;United States;US;55.849722;-133.227778;1;\N;6252001;55.849722, -133.227778
OXR;Ventura;Ventura;United States;US;34.2;-119.2;67;5405878;6252001;34.2, -119.2
OBE;County;Okeechobee;United States;US;27.25;-80.833333;67;4166822;6252001;27.25, -80.833333
IND;Indianapolis International;Indianapolis, IN;United States;US;39.717222;-86.294722;67;4259418;6252001;39.717222, -86.294722
TRX;Memorial;Trenton;United States;US;44.1;-77.583333;67;5105496;6252001;44.1, -77.583333
KOZ;Ouzinkie SPB;Ouzinkie;United States;US;57.916667;-152.483333;67;\N;6252001;57.916667, -152.483333
SAG;Sagwon;Sagwon;United States;US;69.366667;-148.7;67;\N;6252001;69.366667, -148.7
CRS;Corsicana;Corsicana;United States;US;32.1;-96.466667;67;4683462;6252001;32.1, -96.466667
VLD;Regional;Valdosta;United States;US;30.783333;-83.283333;67;4228147;6252001;30.783333, -83.283333
CIR;Cairo;Cairo;United States;US;4.666667;-76.016667;67;5111056;6252001;4.666667, -76.016667
CRP;Corpus Christi International Airport;Corpus Christi, TX;United States;US;27.770278;-97.501111;67;4683416;6252001;27.770278, -97.501111
SIV;County;Sullivan;United States;US;39.1;-87.4;67;4980155;6252001;39.1, -87.4
